date,time,weight[g],accX,accY,accZ
2022-10-14,04:04:03:828,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:03:952,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:003,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:061,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:134,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:194,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:253,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:314,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:371,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:431,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:492,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:551,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:627,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:684,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:745,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:04:804,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:866,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:925,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:04:986,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:05:045,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:05:105,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:05:166,0.3,-0.0,0.0,1.0
2022-10-14,04:04:05:225,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:05:286,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:05:368,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:05:431,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:05:488,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:05:548,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:05:608,0.4,-0.0,-0.0,1.0
2022-10-14,04:04:05:670,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:05:728,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:05:787,0.2,-0.0,-0.0,1.0
2022-10-14,04:04:05:850,0.3,-0.0,-0.0,1.0
2022-10-14,04:04:05:934,0.3,-0.0,-0.1,1.0
2022-10-14,04:04:05:993,6.1,0.0,0.1,1.0
2022-10-14,04:04:06:053,577.7,-0.2,-0.1,0.9
2022-10-14,04:04:06:113,-215.4,-0.2,0.1,1.1
2022-10-14,04:04:06:171,-295.7,-0.1,0.2,1.2
2022-10-14,04:04:06:234,-296.9,-0.1,-0.1,1.0
2022-10-14,04:04:06:292,-297.1,0.1,-0.0,0.9
2022-10-14,04:04:06:354,-297.1,-0.0,-0.0,0.9
2022-10-14,04:04:06:425,-297.1,0.2,-0.0,0.9
2022-10-14,04:04:06:485,-297.2,0.2,0.0,1.0
2022-10-14,04:04:06:546,-297.3,-0.0,-0.1,0.9
2022-10-14,04:04:06:618,-297.3,0.2,0.1,1.0
2022-10-14,04:04:06:675,-297.3,0.1,-0.1,0.9
2022-10-14,04:04:06:738,-297.1,0.2,-0.1,0.9
2022-10-14,04:04:06:797,-297.2,0.1,-0.1,1.0
2022-10-14,04:04:06:856,-297.4,0.1,-0.1,1.0
2022-10-14,04:04:06:918,-297.3,0.1,0.0,1.0
2022-10-14,04:04:06:975,-297.2,0.2,-0.0,1.1
2022-10-14,04:04:07:037,-297.2,0.2,0.1,1.1
2022-10-14,04:04:07:096,-297.2,0.1,0.0,1.0
2022-10-14,04:04:07:158,-297.3,0.0,0.0,1.0
2022-10-14,04:04:07:227,-297.3,0.3,0.1,1.0
2022-10-14,04:04:07:288,-297.3,0.2,0.1,1.0
2022-10-14,04:04:07:371,-297.3,0.2,0.1,1.0
2022-10-14,04:04:07:432,-297.2,0.2,0.2,1.0
2022-10-14,04:04:07:495,-297.4,0.2,0.2,0.9
2022-10-14,04:04:07:551,-297.3,0.2,0.2,1.0
2022-10-14,04:04:07:612,-297.2,0.3,0.2,0.9
2022-10-14,04:04:07:674,-297.3,0.3,0.3,1.0
2022-10-14,04:04:07:743,-297.3,0.3,0.2,0.9
2022-10-14,04:04:07:806,-297.3,0.2,0.2,0.9
2022-10-14,04:04:07:866,-297.3,0.3,0.2,0.9
2022-10-14,04:04:07:926,-297.3,0.3,0.3,1.0
2022-10-14,04:04:07:983,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:044,-297.4,0.3,0.3,1.0
2022-10-14,04:04:08:118,-297.4,0.2,0.2,0.9
2022-10-14,04:04:08:176,-297.2,0.3,0.2,0.9
2022-10-14,04:04:08:247,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:310,-297.3,0.3,0.3,1.0
2022-10-14,04:04:08:367,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:429,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:487,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:549,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:607,-297.4,0.3,0.2,0.9
2022-10-14,04:04:08:669,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:727,-297.3,0.3,0.2,0.9
2022-10-14,04:04:08:788,-297.4,0.3,0.2,0.9
2022-10-14,04:04:08:848,-297.4,0.3,0.2,0.9
2022-10-14,04:04:08:933,-297.4,0.3,0.2,0.9
2022-10-14,04:04:08:990,-297.2,0.3,0.2,0.9
2022-10-14,04:04:09:051,-297.3,0.2,0.2,1.0
2022-10-14,04:04:09:112,-297.4,0.3,0.2,0.9
2022-10-14,04:04:09:170,-297.4,0.2,0.2,1.0
2022-10-14,04:04:09:232,-297.4,0.2,0.2,0.9
2022-10-14,04:04:09:293,-297.2,0.2,0.3,1.0
2022-10-14,04:04:09:351,-297.3,0.2,0.2,1.0
2022-10-14,04:04:09:412,-297.3,0.2,0.2,1.0
2022-10-14,04:04:09:472,-297.3,0.2,0.2,0.9
2022-10-14,04:04:09:531,-297.3,0.2,0.2,0.9
2022-10-14,04:04:09:591,-297.3,0.2,0.2,1.0
2022-10-14,04:04:09:652,-297.3,0.2,0.2,1.0
2022-10-14,04:04:09:710,-297.4,0.1,0.2,1.0
2022-10-14,04:04:09:769,-297.4,0.1,0.1,0.9
2022-10-14,04:04:09:830,-297.4,0.1,0.1,1.0
2022-10-14,04:04:09:891,-297.3,0.1,0.2,1.0
2022-10-14,04:04:09:952,-297.2,0.1,0.1,1.0
2022-10-14,04:04:10:010,-297.3,0.0,0.1,1.0
2022-10-14,04:04:10:071,-297.4,0.0,0.1,1.0
2022-10-14,04:04:10:133,-297.2,-0.1,-0.0,1.0
2022-10-14,04:04:10:192,-297.4,-0.0,0.1,1.0
2022-10-14,04:04:10:251,-297.4,-0.0,0.0,1.0
2022-10-14,04:04:10:310,-297.4,0.0,0.1,1.0
2022-10-14,04:04:10:370,-297.3,-0.0,0.1,1.0
2022-10-14,04:04:10:433,-297.3,0.0,0.1,1.0
2022-10-14,04:04:10:490,-297.3,-0.0,0.1,1.0
2022-10-14,04:04:10:549,-297.3,-0.0,0.0,1.0
2022-10-14,04:04:10:610,-297.4,0.1,0.2,1.0
2022-10-14,04:04:10:671,-297.4,0.0,0.1,1.0
2022-10-14,04:04:10:744,-297.3,0.1,0.1,1.0
2022-10-14,04:04:10:803,-297.3,0.0,0.1,1.0
2022-10-14,04:04:10:876,-297.3,0.1,0.1,1.0
2022-10-14,04:04:10:946,-297.3,0.1,0.1,1.0
2022-10-14,04:04:11:007,-297.4,0.0,0.1,1.0
2022-10-14,04:04:11:080,-297.3,0.0,0.1,1.0
2022-10-14,04:04:11:138,-297.3,0.0,0.1,1.0
2022-10-14,04:04:11:198,-297.3,0.0,0.0,0.9
2022-10-14,04:04:11:284,-297.3,0.1,0.1,1.0
2022-10-14,04:04:11:342,-297.3,0.1,0.1,1.0
2022-10-14,04:04:11:402,-297.2,0.0,0.0,1.0
2022-10-14,04:04:11:463,-297.4,0.1,0.1,1.0
2022-10-14,04:04:11:524,-297.4,0.0,0.1,0.9
2022-10-14,04:04:11:583,-297.3,0.0,0.1,1.0
2022-10-14,04:04:11:643,-297.3,0.0,0.1,1.0
