date,time,weight[g],accX,accY,accZ
2022-10-15,03:00:56:008,70.2,-0.1,-0.0,1.0
2022-10-15,03:00:56:147,70.0,-0.0,-0.0,1.0
2022-10-15,03:00:56:198,70.2,-0.0,-0.0,1.0
2022-10-15,03:00:56:257,70.1,-0.0,0.0,1.0
2022-10-15,03:00:56:331,70.0,-0.0,-0.0,1.0
2022-10-15,03:00:56:388,70.2,-0.0,-0.0,1.0
2022-10-15,03:00:56:448,70.1,-0.0,0.0,1.0
2022-10-15,03:00:56:533,70.0,-0.0,-0.0,1.0
2022-10-15,03:00:56:590,70.1,-0.0,-0.0,1.0
2022-10-15,03:00:56:653,70.1,-0.1,-0.0,1.0
2022-10-15,03:00:56:711,70.0,-0.0,-0.0,1.0
2022-10-15,03:00:56:785,70.0,-0.0,-0.0,1.0
2022-10-15,03:00:56:858,70.2,-0.1,-0.0,1.0
2022-10-15,03:00:56:938,71.6,0.0,-0.1,1.0
2022-10-15,03:00:57:000,52.8,-0.1,0.0,1.0
2022-10-15,03:00:57:082,-18.0,-0.1,0.0,1.0
2022-10-15,03:00:57:169,-200.5,-0.2,-0.0,1.1
2022-10-15,03:00:57:228,-292.4,-0.0,-0.0,1.1
2022-10-15,03:00:57:288,-296.1,-0.2,-0.2,1.1
2022-10-15,03:00:57:381,-296.2,-0.1,-0.1,1.1
2022-10-15,03:00:57:441,-296.2,-0.1,-0.1,1.0
2022-10-15,03:00:57:502,-296.3,0.2,-0.0,1.1
2022-10-15,03:00:57:563,-296.5,-0.0,-0.2,0.8
2022-10-15,03:00:57:635,-296.4,0.3,-0.2,0.8
2022-10-15,03:00:57:695,-297.3,0.1,-0.2,0.9
2022-10-15,03:00:57:768,-298.7,0.2,-0.1,1.0
2022-10-15,03:00:57:840,-299.3,0.3,-0.2,1.0
2022-10-15,03:00:57:900,-298.2,0.2,-0.2,0.9
2022-10-15,03:00:57:958,-297.6,0.4,-0.1,1.0
2022-10-15,03:00:58:018,-297.1,0.3,-0.1,0.9
2022-10-15,03:00:58:078,-297.0,0.3,-0.2,0.9
2022-10-15,03:00:58:152,-296.9,0.3,-0.1,0.9
2022-10-15,03:00:58:210,-297.0,0.4,-0.1,0.9
2022-10-15,03:00:58:284,-297.1,0.6,-0.1,0.8
2022-10-15,03:00:58:342,-297.2,0.6,-0.1,0.8
2022-10-15,03:00:58:401,-296.7,0.7,-0.1,0.8
2022-10-15,03:00:58:462,-296.7,0.7,-0.1,0.8
2022-10-15,03:00:58:523,-297.1,0.7,-0.0,0.8
2022-10-15,03:00:58:581,-297.0,0.7,-0.1,0.7
2022-10-15,03:00:58:653,-297.1,0.6,-0.1,0.8
2022-10-15,03:00:58:712,-297.1,0.7,-0.1,0.7
2022-10-15,03:00:58:774,-297.0,0.7,-0.1,0.8
2022-10-15,03:00:58:834,-296.9,0.7,-0.1,0.6
2022-10-15,03:00:58:905,-297.0,0.8,-0.1,0.6
2022-10-15,03:00:58:967,-297.0,0.8,-0.1,0.6
2022-10-15,03:00:59:024,-297.0,0.8,-0.1,0.6
2022-10-15,03:00:59:085,-297.0,0.9,-0.0,0.5
2022-10-15,03:00:59:155,-297.0,0.9,-0.1,0.5
2022-10-15,03:00:59:216,-297.0,0.9,-0.1,0.4
2022-10-15,03:00:59:275,-297.0,1.0,-0.1,0.4
2022-10-15,03:00:59:335,-297.1,1.0,-0.1,0.4
2022-10-15,03:00:59:396,-297.0,0.9,-0.1,0.3
2022-10-15,03:00:59:458,-297.0,1.0,-0.1,0.3
2022-10-15,03:00:59:530,-296.9,1.0,-0.1,0.3
2022-10-15,03:00:59:601,-296.9,1.0,-0.1,0.2
2022-10-15,03:00:59:671,-296.9,1.0,-0.1,0.2
2022-10-15,03:00:59:733,-296.9,1.0,-0.1,0.2
2022-10-15,03:00:59:791,-296.9,1.0,-0.0,0.2
2022-10-15,03:00:59:864,-296.9,1.0,-0.1,0.1
2022-10-15,03:00:59:934,-297.0,1.0,-0.1,0.1
2022-10-15,03:00:59:996,-296.9,1.0,-0.1,0.1
2022-10-15,03:01:00:057,-297.0,1.0,-0.1,0.1
2022-10-15,03:01:00:127,-296.9,1.0,-0.1,0.2
2022-10-15,03:01:00:187,-296.9,1.0,-0.1,0.2
2022-10-15,03:01:00:248,-297.0,1.0,-0.1,0.2
2022-10-15,03:01:00:306,-297.0,0.9,-0.1,0.3
2022-10-15,03:01:00:378,-297.0,0.9,-0.1,0.4
2022-10-15,03:01:00:452,-297.0,0.9,-0.1,0.4
2022-10-15,03:01:00:508,-297.1,1.0,-0.0,0.4
2022-10-15,03:01:00:570,-297.0,1.0,-0.1,0.3
2022-10-15,03:01:00:630,-297.0,0.9,-0.1,0.4
2022-10-15,03:01:00:701,-297.0,0.9,-0.1,0.4
2022-10-15,03:01:00:778,-297.0,0.9,-0.1,0.4
2022-10-15,03:01:00:836,-296.8,0.9,-0.1,0.4
2022-10-15,03:01:00:894,-296.9,0.9,-0.1,0.5
2022-10-15,03:01:00:954,-297.0,0.9,-0.1,0.5
2022-10-15,03:01:01:014,-296.8,0.9,-0.0,0.5
2022-10-15,03:01:01:074,-296.9,0.8,-0.1,0.5
2022-10-15,03:01:01:135,-296.9,0.9,-0.0,0.6
2022-10-15,03:01:01:217,-297.1,0.8,-0.1,0.5
2022-10-15,03:01:01:278,-297.0,0.9,-0.1,0.5
2022-10-15,03:01:01:338,-297.1,0.9,-0.0,0.5
2022-10-15,03:01:01:408,-297.0,0.9,-0.1,0.5
2022-10-15,03:01:01:484,-297.0,0.9,-0.1,0.5
2022-10-15,03:01:01:541,-296.9,0.9,-0.1,0.5
2022-10-15,03:01:01:601,-296.9,0.9,-0.1,0.5
2022-10-15,03:01:01:673,-296.9,0.9,-0.0,0.5
2022-10-15,03:01:01:734,-297.0,1.0,-0.1,0.4
2022-10-15,03:01:01:793,-297.0,0.9,-0.1,0.4
2022-10-15,03:01:01:853,-297.0,0.9,-0.0,0.4
2022-10-15,03:01:01:925,-297.0,0.9,-0.1,0.4
