date,time,weight[g],accX,accY,accZ
2022-10-14,04:28:49:323,1.3,-0.1,-0.0,1.0
2022-10-14,04:28:49:460,1.2,-0.0,-0.0,1.0
2022-10-14,04:28:49:514,1.3,-0.0,0.0,1.0
2022-10-14,04:28:49:587,1.3,-0.1,0.0,1.0
2022-10-14,04:28:49:670,1.2,-0.0,0.0,1.0
2022-10-14,04:28:49:731,1.3,-0.0,0.0,1.0
2022-10-14,04:28:49:789,1.3,-0.0,-0.0,1.0
2022-10-14,04:28:49:851,1.2,-0.0,0.0,1.0
2022-10-14,04:28:49:911,1.3,-0.0,-0.0,1.0
2022-10-14,04:28:49:973,1.3,-0.0,-0.0,1.0
2022-10-14,04:28:50:045,1.3,-0.0,-0.0,1.0
2022-10-14,04:28:50:102,1.3,-0.0,0.0,1.0
2022-10-14,04:28:50:161,8.0,-0.1,0.0,1.0
2022-10-14,04:28:50:223,10.0,0.0,-0.0,1.0
2022-10-14,04:28:50:286,-72.9,-0.0,0.0,1.0
2022-10-14,04:28:50:345,-190.4,-0.1,-0.1,1.0
2022-10-14,04:28:50:402,-281.0,-0.1,0.0,1.1
2022-10-14,04:28:50:464,-297.2,-0.1,0.1,1.1
2022-10-14,04:28:50:522,-297.2,-0.0,-0.0,1.0
2022-10-14,04:28:50:584,-297.2,-0.0,-0.1,0.9
2022-10-14,04:28:50:645,-297.2,-0.0,-0.0,0.9
2022-10-14,04:28:50:702,-297.3,0.1,0.0,0.9
2022-10-14,04:28:50:762,-297.4,0.0,0.0,1.0
2022-10-14,04:28:50:824,-297.4,0.1,0.0,1.0
2022-10-14,04:28:50:893,-297.4,0.0,0.0,1.0
2022-10-14,04:28:50:956,-297.4,0.1,0.1,1.0
2022-10-14,04:28:51:014,-297.4,0.1,0.1,1.0
2022-10-14,04:28:51:085,-297.3,0.0,0.0,1.0
2022-10-14,04:28:51:147,-297.3,0.1,0.1,1.0
2022-10-14,04:28:51:217,-297.3,0.1,0.1,1.0
2022-10-14,04:28:51:280,-297.3,0.1,0.1,1.0
2022-10-14,04:28:51:337,-297.4,0.1,0.1,1.0
2022-10-14,04:28:51:398,-297.4,0.1,0.1,1.0
2022-10-14,04:28:51:457,-297.4,0.1,0.1,1.0
2022-10-14,04:28:51:519,-297.3,0.1,0.1,1.0
2022-10-14,04:28:51:593,-297.5,0.1,0.1,1.0
2022-10-14,04:28:51:650,-297.4,0.1,0.1,1.0
2022-10-14,04:28:51:712,-297.4,0.0,0.1,1.0
