date,time,weight[g],accX,accY,accZ
2022-10-18,04:58:52:644,-2.6,-0.1,0.0,1.0
2022-10-18,04:58:52:800,-2.6,-0.1,-0.0,1.0
2022-10-18,04:58:52:895,-2.6,-0.1,0.0,1.0
2022-10-18,04:58:52:988,-2.5,-0.1,0.0,1.0
2022-10-18,04:58:53:081,-2.6,-0.1,-0.0,1.0
2022-10-18,04:58:53:175,-2.6,-0.1,0.0,1.0
2022-10-18,04:58:53:268,-2.5,-0.1,0.0,1.0
2022-10-18,04:58:53:361,-2.5,-0.1,-0.0,1.0
2022-10-18,04:58:53:456,-2.6,-0.1,0.0,1.0
2022-10-18,04:58:53:548,-2.6,-0.1,-0.0,1.0
2022-10-18,04:58:53:643,-1.9,-0.1,0.0,0.9
2022-10-18,04:58:53:739,11.3,-0.3,0.0,0.9
2022-10-18,04:58:53:833,-22.9,-0.1,-0.0,1.0
2022-10-18,04:58:53:928,-269.7,-0.4,-0.1,1.1
2022-10-18,04:58:54:024,-296.7,-0.2,-0.0,1.0
2022-10-18,04:58:54:117,-296.8,0.0,0.1,0.9
2022-10-18,04:58:54:210,-296.8,0.2,0.2,0.9
2022-10-18,04:58:54:304,-296.9,0.4,0.2,0.9
2022-10-18,04:58:54:398,-297.0,0.3,0.2,0.9
2022-10-18,04:58:54:492,-296.8,0.3,0.1,0.8
2022-10-18,04:58:54:583,-297.0,0.2,0.2,1.0
2022-10-18,04:58:54:679,-296.9,0.3,0.2,1.0
2022-10-18,04:58:54:774,-296.9,0.3,0.3,1.0
2022-10-18,04:58:54:868,-296.9,0.3,0.3,0.9
2022-10-18,04:58:54:961,-296.9,0.3,0.3,0.8
2022-10-18,04:58:55:053,-297.0,0.4,0.3,0.8
2022-10-18,04:58:55:147,-296.9,0.4,0.3,0.8
2022-10-18,04:58:55:240,-297.0,0.5,0.4,0.8
2022-10-18,04:58:55:333,-297.0,0.5,0.4,0.8
2022-10-18,04:58:55:427,-297.0,0.5,0.3,0.8
2022-10-18,04:58:55:519,-296.9,0.6,0.4,0.7
2022-10-18,04:58:55:615,-296.9,0.6,0.4,0.7
2022-10-18,04:58:55:707,-296.9,0.5,0.4,0.7
