date,time,weight[g],accX,accY,accZ
2022-10-14,02:50:20:548,-0.8,-0.1,0.0,1.0
2022-10-14,02:50:20:697,-0.7,-0.0,0.0,1.0
2022-10-14,02:50:20:779,-0.6,-0.1,0.0,1.0
2022-10-14,02:50:20:872,-0.5,-0.0,0.0,1.0
2022-10-14,02:50:20:966,-0.7,-0.0,0.0,1.0
2022-10-14,02:50:21:060,-0.8,-0.0,0.0,1.0
2022-10-14,02:50:21:153,-0.7,-0.1,0.0,1.0
2022-10-14,02:50:21:247,-0.8,-0.0,0.0,1.0
2022-10-14,02:50:21:340,-0.6,-0.0,0.0,1.0
2022-10-14,02:50:21:434,-0.5,-0.1,0.0,1.0
2022-10-14,02:50:21:526,-0.5,-0.1,0.0,1.0
2022-10-14,02:50:21:619,-0.3,-0.0,0.0,1.0
2022-10-14,02:50:21:712,-0.2,-0.1,0.0,1.0
2022-10-14,02:50:21:806,0.2,-0.1,-0.0,1.0
2022-10-14,02:50:21:899,0.2,-0.0,0.0,1.0
2022-10-14,02:50:21:991,0.4,-0.0,0.0,1.0
2022-10-14,02:50:22:086,0.3,-0.1,0.0,1.0
2022-10-14,02:50:22:179,0.2,-0.0,0.0,1.0
2022-10-14,02:50:22:273,0.0,-0.0,0.0,1.0
2022-10-14,02:50:22:366,-0.0,-0.1,0.0,1.0
2022-10-14,02:50:22:459,0.1,-0.1,0.0,1.0
2022-10-14,02:50:22:552,0.1,-0.0,0.0,1.0
2022-10-14,02:50:22:646,0.0,-0.1,0.0,1.0
2022-10-14,02:50:22:738,0.1,-0.1,0.0,1.0
2022-10-14,02:50:22:831,-0.1,-0.0,0.0,1.0
2022-10-14,02:50:22:925,-1.1,-0.0,0.0,1.0
2022-10-14,02:50:23:018,-1.4,-0.0,0.0,1.0
2022-10-14,02:50:23:112,-1.4,-0.0,0.0,1.0
2022-10-14,02:50:23:204,-1.4,-0.1,0.0,1.0
2022-10-14,02:50:23:298,-1.4,-0.0,0.0,1.0
2022-10-14,02:50:23:392,-1.4,-0.0,0.0,1.0
2022-10-14,02:50:23:485,-1.4,-0.0,0.0,1.0
2022-10-14,02:50:23:580,-1.3,-0.1,0.0,1.0
2022-10-14,02:50:23:671,-1.4,-0.0,0.0,1.0
2022-10-14,02:50:23:764,-1.4,-0.1,0.0,1.0
2022-10-14,02:50:23:856,-1.2,-0.1,0.0,1.0
2022-10-14,02:50:23:950,-1.2,-0.1,0.0,1.0
2022-10-14,02:50:24:042,-1.2,-0.1,0.0,1.0
2022-10-14,02:50:24:136,-1.2,-0.0,0.0,1.0
2022-10-14,02:50:24:229,-1.4,-0.0,0.0,1.0
2022-10-14,02:50:24:323,-1.2,-0.0,0.0,1.0
2022-10-14,02:50:24:417,-1.0,-0.1,0.0,1.0
2022-10-14,02:50:24:510,-1.1,-0.0,0.0,1.0
2022-10-14,02:50:24:604,-1.2,-0.1,0.0,1.0
2022-10-14,02:50:24:697,-1.2,-0.0,0.0,1.0
2022-10-14,02:50:24:791,-1.3,-0.0,0.0,1.0
2022-10-14,02:50:24:883,-1.3,-0.0,0.0,1.0
2022-10-14,02:50:24:976,-1.5,-0.1,0.0,1.0
