date,time,weight[g],accX,accY,accZ
2022-10-16,12:05:01:880,32.4,-0.0,-0.0,1.0
2022-10-16,12:05:01:991,32.4,-0.1,-0.0,1.0
2022-10-16,12:05:02:045,32.4,-0.1,-0.0,1.0
2022-10-16,12:05:02:102,32.3,-0.1,-0.0,1.0
2022-10-16,12:05:02:164,32.4,-0.1,-0.0,1.0
2022-10-16,12:05:02:222,32.4,-0.1,-0.0,1.0
2022-10-16,12:05:02:281,33.0,-0.1,-0.0,1.0
2022-10-16,12:05:02:342,34.4,-0.0,-0.0,1.0
2022-10-16,12:05:02:416,34.2,-0.0,-0.0,1.0
2022-10-16,12:05:02:474,37.9,-0.1,-0.0,1.0
2022-10-16,12:05:02:534,61.6,-0.1,0.0,1.0
2022-10-16,12:05:02:619,64.1,-0.1,-0.0,1.0
2022-10-16,12:05:02:678,73.5,-0.1,0.1,1.0
2022-10-16,12:05:02:738,76.0,-0.1,-0.0,1.0
2022-10-16,12:05:02:809,-32.1,-0.3,-0.1,0.9
2022-10-16,12:05:02:868,-118.8,-0.1,-0.0,1.0
2022-10-16,12:05:02:929,-197.4,0.0,-0.1,1.0
2022-10-16,12:05:02:990,-284.0,-0.3,0.1,1.2
2022-10-16,12:05:03:060,-297.7,-0.1,-0.0,1.1
2022-10-16,12:05:03:134,-297.6,-0.2,-0.1,1.0
2022-10-16,12:05:03:205,-297.8,-0.1,-0.1,1.0
2022-10-16,12:05:03:265,-297.9,-0.1,-0.2,0.9
2022-10-16,12:05:03:328,-298.4,-0.0,-0.1,1.0
2022-10-16,12:05:03:385,-298.7,-0.0,-0.1,0.9
2022-10-16,12:05:03:444,-299.2,0.1,-0.1,1.0
2022-10-16,12:05:03:517,-299.2,0.0,-0.0,1.0
2022-10-16,12:05:03:577,-299.2,0.1,-0.1,1.0
2022-10-16,12:05:03:634,-299.1,0.1,-0.1,1.0
2022-10-16,12:05:03:721,-299.0,0.1,-0.1,0.9
2022-10-16,12:05:03:779,-298.9,0.2,-0.2,0.9
2022-10-16,12:05:03:838,-298.2,0.2,-0.1,1.0
2022-10-16,12:05:03:899,-298.9,0.3,-0.2,0.9
2022-10-16,12:05:03:957,-299.8,0.3,-0.2,0.9
2022-10-16,12:05:04:018,-299.1,0.3,-0.1,0.9
2022-10-16,12:05:04:079,-299.3,0.3,-0.1,1.0
2022-10-16,12:05:04:139,-299.3,0.3,-0.2,1.0
2022-10-16,12:05:04:210,-299.4,0.3,-0.2,0.9
2022-10-16,12:05:04:270,-298.6,0.3,-0.2,1.0
2022-10-16,12:05:04:355,-298.4,0.3,-0.2,1.0
2022-10-16,12:05:04:414,-298.4,0.4,-0.3,0.9
2022-10-16,12:05:04:484,-299.1,0.6,-0.2,0.9
2022-10-16,12:05:04:571,-298.6,0.5,-0.1,0.9
2022-10-16,12:05:04:630,-298.7,0.4,-0.2,0.9
2022-10-16,12:05:04:711,-298.8,0.6,-0.2,0.9
2022-10-16,12:05:04:774,-298.8,0.5,-0.2,0.9
2022-10-16,12:05:04:832,-298.7,0.7,-0.2,0.8
2022-10-16,12:05:04:894,-298.7,0.6,-0.3,0.8
2022-10-16,12:05:04:964,-298.6,0.8,-0.3,0.7
