date,time,weight[g],accX,accY,accZ
2022-10-18,07:24:44:041,179.5,-0.1,-0.0,1.0
2022-10-18,07:24:44:180,179.4,-0.1,-0.0,1.0
2022-10-18,07:24:44:272,179.5,-0.1,-0.0,1.0
2022-10-18,07:24:44:369,179.4,-0.1,-0.0,1.0
2022-10-18,07:24:44:465,179.5,-0.1,-0.0,1.0
2022-10-18,07:24:44:559,179.4,-0.0,-0.0,1.0
2022-10-18,07:24:44:653,179.4,-0.1,0.0,1.0
2022-10-18,07:24:44:746,179.5,-0.1,0.0,1.0
2022-10-18,07:24:44:840,179.6,-0.1,-0.0,1.0
2022-10-18,07:24:44:934,179.5,-0.1,-0.0,1.0
2022-10-18,07:24:45:029,179.4,-0.1,0.0,1.0
2022-10-18,07:24:45:123,179.7,-0.1,-0.0,1.0
2022-10-18,07:24:45:217,179.5,-0.1,-0.0,1.0
2022-10-18,07:24:45:313,181.1,-0.1,-0.0,1.0
2022-10-18,07:24:45:407,179.8,-0.1,-0.0,1.0
2022-10-18,07:24:45:501,179.4,-0.1,-0.0,1.0
2022-10-18,07:24:45:595,227.8,0.0,-0.0,1.0
2022-10-18,07:24:45:688,178.5,-0.1,0.0,1.0
2022-10-18,07:24:45:795,169.9,-0.2,0.1,1.0
2022-10-18,07:24:45:888,96.5,-0.2,-0.0,1.0
2022-10-18,07:24:45:983,-208.7,-0.1,0.1,1.2
2022-10-18,07:24:46:077,-295.9,-0.3,-0.0,1.1
2022-10-18,07:24:46:171,-296.1,-0.1,-0.0,1.0
2022-10-18,07:24:46:266,-296.1,-0.1,0.0,1.0
2022-10-18,07:24:46:360,-296.1,-0.1,-0.1,0.9
2022-10-18,07:24:46:456,-296.4,0.1,-0.1,0.9
2022-10-18,07:24:46:550,-296.7,0.3,0.0,1.0
2022-10-18,07:24:46:645,-297.1,0.3,-0.1,0.9
2022-10-18,07:24:46:738,-298.0,0.3,-0.1,0.9
2022-10-18,07:24:46:833,-298.2,0.4,-0.0,0.9
2022-10-18,07:24:46:928,-297.1,0.5,-0.0,0.9
2022-10-18,07:24:47:031,-296.7,0.6,-0.1,0.8
2022-10-18,07:24:47:127,-296.7,0.5,-0.1,0.8
2022-10-18,07:24:47:219,-296.7,0.6,-0.1,0.7
2022-10-18,07:24:47:315,-297.0,0.7,-0.0,0.8
2022-10-18,07:24:47:410,-297.3,0.8,-0.1,0.7
2022-10-18,07:24:47:504,-297.7,0.8,-0.1,0.7
2022-10-18,07:24:47:598,-297.8,0.8,-0.1,0.6
2022-10-18,07:24:47:692,-297.7,0.8,-0.1,0.6
2022-10-18,07:24:47:786,-297.8,0.9,-0.1,0.5
2022-10-18,07:24:47:880,-297.7,1.0,-0.1,0.4
2022-10-18,07:24:47:975,-297.7,1.0,-0.1,0.4
2022-10-18,07:24:48:070,-297.5,1.0,-0.2,0.3
2022-10-18,07:24:48:164,-297.5,1.0,-0.2,0.3
2022-10-18,07:24:48:256,-297.5,1.0,-0.1,0.3
2022-10-18,07:24:48:364,-297.5,1.0,-0.1,0.3
2022-10-18,07:24:48:458,-297.4,1.0,-0.2,0.3
2022-10-18,07:24:48:552,-297.5,1.0,-0.2,0.3
2022-10-18,07:24:48:646,-297.3,1.0,-0.2,0.3
2022-10-18,07:24:48:740,-297.5,1.0,-0.2,0.3
2022-10-18,07:24:48:835,-297.4,1.0,-0.2,0.3
2022-10-18,07:24:48:929,-297.5,1.0,-0.2,0.3
2022-10-18,07:24:49:024,-297.4,1.0,-0.1,0.3
2022-10-18,07:24:49:117,-297.5,0.9,-0.1,0.4
2022-10-18,07:24:49:211,-297.5,0.9,-0.2,0.4
2022-10-18,07:24:49:306,-297.6,0.9,-0.1,0.5
2022-10-18,07:24:49:400,-297.5,0.9,-0.1,0.6
2022-10-18,07:24:49:494,-297.6,0.9,-0.1,0.6
2022-10-18,07:24:49:590,-297.5,0.7,-0.0,0.7
2022-10-18,07:24:49:696,-297.5,0.6,-0.0,0.8
2022-10-18,07:24:49:789,-297.5,0.4,-0.1,0.9
2022-10-18,07:24:49:883,-297.5,0.3,-0.1,0.9
2022-10-18,07:24:49:977,-297.6,0.0,-0.2,0.9
2022-10-18,07:24:50:072,-298.3,0.2,-0.1,1.0
2022-10-18,07:24:50:166,-297.4,-0.1,-0.1,1.0
2022-10-18,07:24:50:260,-296.0,-0.2,-0.1,1.0
2022-10-18,07:24:50:355,-297.0,-0.1,-0.0,1.0
2022-10-18,07:24:50:449,-297.3,0.0,-0.1,1.0
2022-10-18,07:24:50:544,-297.2,-0.1,-0.1,1.0
2022-10-18,07:24:50:638,-297.2,-0.1,-0.1,1.0
2022-10-18,07:24:50:732,-296.9,-0.1,-0.0,1.0
2022-10-18,07:24:50:827,-296.6,-0.1,0.1,1.0
2022-10-18,07:24:50:932,-235.9,-0.1,0.1,1.0
2022-10-18,07:24:51:025,-7.1,-0.1,0.0,1.0
2022-10-18,07:24:51:120,124.8,-0.0,-0.0,1.0
2022-10-18,07:24:51:213,94.5,-0.1,0.0,1.0
2022-10-18,07:24:51:307,93.9,-0.0,0.0,1.0
2022-10-18,07:24:51:401,93.8,-0.1,0.0,1.0
2022-10-18,07:24:51:497,95.1,-0.1,-0.0,1.0
2022-10-18,07:24:51:592,95.7,-0.1,-0.0,1.0
2022-10-18,07:24:51:686,96.1,-0.1,-0.0,1.0
2022-10-18,07:24:51:778,96.3,-0.0,-0.0,1.0
2022-10-18,07:24:51:874,96.3,-0.1,0.0,1.0
2022-10-18,07:24:51:968,95.4,-0.0,-0.0,1.0
