date,time,weight[g],accX,accY,accZ
2022-10-14,09:26:22:857,-8.1,-0.0,0.0,1.0
2022-10-14,09:26:22:981,-8.3,-0.0,-0.0,1.0
2022-10-14,09:26:23:036,-8.1,-0.0,0.0,1.0
2022-10-14,09:26:23:094,-8.1,-0.0,-0.0,1.0
2022-10-14,09:26:23:155,-8.1,-0.0,-0.0,1.0
2022-10-14,09:26:23:213,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:23:274,-7.7,-0.0,0.0,1.0
2022-10-14,09:26:23:347,-8.7,-0.0,-0.0,1.0
2022-10-14,09:26:23:405,-8.3,-0.0,-0.0,1.0
2022-10-14,09:26:23:464,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:23:525,-8.3,-0.0,-0.0,1.0
2022-10-14,09:26:23:586,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:23:643,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:23:705,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:23:764,-8.2,-0.0,0.0,1.0
2022-10-14,09:26:23:825,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:23:884,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:23:946,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:24:004,-8.2,-0.0,0.0,1.0
2022-10-14,09:26:24:074,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:24:136,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:24:221,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:24:279,-8.2,-0.0,0.0,1.0
2022-10-14,09:26:24:339,-8.3,-0.0,-0.0,1.0
2022-10-14,09:26:24:401,-8.2,-0.0,-0.0,1.0
2022-10-14,09:26:24:459,-8.1,-0.0,-0.0,1.0
2022-10-14,09:26:24:521,-8.2,-0.0,0.0,1.0
2022-10-14,09:26:24:579,-8.3,-0.0,0.0,1.0
2022-10-14,09:26:24:638,-8.3,-0.0,-0.0,1.0
